,Unnamed: 0,Unnamed: 0.1,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,chip_antibody,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,aggregate_column
163,163,163,SRR3997229,ChIP-Seq,36,1744649820,PRJNA336352,SAMN05509481,1276114195,ZR751,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997985,GSM2258740,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258740,"ZR751 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
164,164,164,SRR3997231,ChIP-Seq,36,2040135480,PRJNA336352,SAMN05509559,1480051510,ZR751,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997987,GSM2258742,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258742,"ZR751 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
165,165,165,SRR3997232,ChIP-Seq,36,1202886864,PRJNA336352,SAMN05509558,848366882,ZR751,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997988,GSM2258743,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258743,"ZR751 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
166,166,166,SRR3997234,ChIP-Seq,36,1294908804,PRJNA336352,SAMN05509556,930343671,ZR751,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997990,GSM2258745,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258745,"ZR751 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
167,167,167,SRR3997236,ChIP-Seq,36,1161893988,PRJNA336352,SAMN05509554,840262867,ZR751,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997992,GSM2258747,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258747,"ZR751 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
168,168,168,SRR3997239,ChIP-Seq,36,2385661428,PRJNA336352,SAMN05509551,1735324262,ZR751,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997995,GSM2258750,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258750,"ZR751 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
169,169,169,SRR3997240,ChIP-Seq,36,1110263040,PRJNA336352,SAMN05509550,810278803,ZR751,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997996,GSM2258751,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258751,"ZR751 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
170,170,170,SRR3997242,ChIP-Seq,36,1468068408,PRJNA336352,SAMN05509548,987496446,ZR751,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997998,GSM2258753,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258753,"ZR751 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
171,171,171,SRR3997244,ChIP-Seq,36,950777532,PRJNA336352,SAMN05509546,708889471,ZR751,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898\, lot GR237138-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998000,GSM2258755,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258755,"ZR751 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
172,172,172,SRR3997245,ChIP-Seq,36,2245436424,PRJNA336352,SAMN05509545,1578211783,ZR751,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998001,GSM2258756,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258756,"ZR751 cells\, input",SRP080870,Control,Input
173,173,173,SRR3997248,ChIP-Seq,36,1846550124,PRJNA336352,SAMN05509542,1233963854,MB361,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998004,GSM2258759,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258759,"MB361 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
174,174,174,SRR3997250,ChIP-Seq,36,1631907036,PRJNA336352,SAMN05509540,1163637449,MB361,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998006,GSM2258761,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258761,"MB361 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
175,175,175,SRR3997252,ChIP-Seq,36,1175419836,PRJNA336352,SAMN05509538,820954589,MB361,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998008,GSM2258763,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258763,"MB361 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
176,176,176,SRR3997254,ChIP-Seq,36,1067176548,PRJNA336352,SAMN05509536,745022075,MB361,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998010,GSM2258765,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258765,"MB361 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
177,177,177,SRR3997256,ChIP-Seq,36,1252706256,PRJNA336352,SAMN05509534,878446327,MB361,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998012,GSM2258767,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258767,"MB361 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
178,178,178,SRR3997257,ChIP-Seq,36,2774493144,PRJNA336352,SAMN05509533,1907745034,MB361,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998013,GSM2258768,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258768,"MB361 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
179,179,179,SRR3997259,ChIP-Seq,36,2331132300,PRJNA336352,SAMN05509531,1682948020,MB361,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998015,GSM2258770,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258770,"MB361 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
180,180,180,SRR3997262,ChIP-Seq,36,1186819236,PRJNA336352,SAMN05509711,849832514,MB361,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898\, lot GR237138-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998019,GSM2258773,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258773,"MB361 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
181,181,181,SRR3997263,ChIP-Seq,36,1830470940,PRJNA336352,SAMN05509710,1270538272,MB361,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998020,GSM2258774,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258774,"MB361 cells\, input",SRP080870,Control,Input
182,182,182,SRR3997265,ChIP-Seq,36,2479354704,PRJNA336352,SAMN05509709,1729407681,UACC812,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998022,GSM2258776,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258776,"UACC812 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
183,183,183,SRR3997266,ChIP-Seq,36,1301698656,PRJNA336352,SAMN05509708,919195225,UACC812,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998023,GSM2258777,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258777,"UACC812 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
184,184,184,SRR3997270,ChIP-Seq,36,896727780,PRJNA336352,SAMN05509704,648011633,UACC812,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998027,GSM2258781,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258781,"UACC812 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
185,185,185,SRR3997272,ChIP-Seq,36,1057796028,PRJNA336352,SAMN05509702,768183874,UACC812,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998029,GSM2258783,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258783,"UACC812 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
186,186,186,SRR3997274,ChIP-Seq,36,1191142800,PRJNA336352,SAMN05509700,837781960,UACC812,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998031,GSM2258785,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258785,"UACC812 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
187,187,187,SRR3997276,ChIP-Seq,36,1039748436,PRJNA336352,SAMN05509698,762704816,UACC812,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998033,GSM2258787,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258787,"UACC812 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
188,188,188,SRR3997278,ChIP-Seq,36,1177372620,PRJNA336352,SAMN05509696,831786101,UACC812,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998035,GSM2258789,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258789,"UACC812 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
189,189,189,SRR3997281,ChIP-Seq,36,2374959240,PRJNA336352,SAMN05509693,1643335096,UACC812,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998038,GSM2258792,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258792,"UACC812 cells\, input",SRP080870,Control,Input
190,190,190,SRR3997283,ChIP-Seq,36,1763355168,PRJNA336352,SAMN05509691,1225229011,SKBR3,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998040,GSM2258794,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258794,"SKBR3 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
191,191,191,SRR3997285,ChIP-Seq,36,3056493168,PRJNA336352,SAMN05509689,2104855442,SKBR3,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998042,GSM2258796,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258796,"SKBR3 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
192,192,192,SRR3997287,ChIP-Seq,36,2383061436,PRJNA336352,SAMN05509687,1626119512,SKBR3,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998044,GSM2258798,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258798,"SKBR3 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
193,193,193,SRR3997289,ChIP-Seq,36,2702207232,PRJNA336352,SAMN05509685,1933261432,SKBR3,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998046,GSM2258800,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258800,"SKBR3 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
194,194,194,SRR3997291,ChIP-Seq,36,1911958272,PRJNA336352,SAMN05509529,1390842636,SKBR3,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998048,GSM2258802,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258802,"SKBR3 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
195,195,195,SRR3997292,ChIP-Seq,36,1113334200,PRJNA336352,SAMN05509528,805411642,SKBR3,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998049,GSM2258803,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258803,"SKBR3 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
196,196,196,SRR3997295,ChIP-Seq,36,2453756148,PRJNA336352,SAMN05509525,1785629791,SKBR3,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998052,GSM2258806,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258806,"SKBR3 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
197,197,197,SRR3997297,ChIP-Seq,36,2373321852,PRJNA336352,SAMN05509523,1706528062,SKBR3,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998054,GSM2258808,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258808,"SKBR3 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
198,198,198,SRR3997300,ChIP-Seq,36,1407617640,PRJNA336352,SAMN05509520,969091998,SKBR3,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998057,GSM2258811,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258811,"SKBR3 cells\, input",SRP080870,Control,Input
199,199,199,SRR3997301,ChIP-Seq,36,2862867600,PRJNA336352,SAMN05509519,2057764370,AU565,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998058,GSM2258812,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258812,"AU565 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
200,200,200,SRR3997302,ChIP-Seq,36,1729755576,PRJNA336352,SAMN05509518,1167341385,AU565,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998059,GSM2258813,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258813,"AU565 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
201,201,201,SRR3997305,ChIP-Seq,36,1842764256,PRJNA336352,SAMN05509515,1277390899,AU565,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998062,GSM2258816,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258816,"AU565 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
202,202,202,SRR3997307,ChIP-Seq,36,2029546692,PRJNA336352,SAMN05509513,1400656088,AU565,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998064,GSM2258818,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258818,"AU565 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
203,203,203,SRR3997309,ChIP-Seq,36,2106379260,PRJNA336352,SAMN05509511,1479560993,AU565,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998066,GSM2258820,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258820,"AU565 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
204,204,204,SRR3997310,ChIP-Seq,36,1467654300,PRJNA336352,SAMN05509510,1021043803,AU565,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998067,GSM2258821,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258821,"AU565 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
205,205,205,SRR3997312,ChIP-Seq,36,1089268704,PRJNA336352,SAMN05509508,777623760,AU565,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998069,GSM2258823,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258823,"AU565 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
206,206,206,SRR3997314,ChIP-Seq,36,1814982948,PRJNA336352,SAMN05509506,1218661676,AU565,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998071,GSM2258825,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258825,"AU565 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
207,207,207,SRR3997315,ChIP-Seq,36,1997407800,PRJNA336352,SAMN05509505,1431941033,AU565,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998072,GSM2258826,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258826,"AU565 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
208,208,208,SRR3997317,ChIP-Seq,36,1545198948,PRJNA336352,SAMN05509503,1074879815,AU565,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998074,GSM2258828,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258828,"AU565 cells\, input",SRP080870,Control,Input
209,209,209,SRR3997318,ChIP-Seq,36,1343156976,PRJNA336352,SAMN05509502,926207469,AU565,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998075,GSM2258829,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258829,"AU565 cells\, input",SRP080870,Control,Input
210,210,210,SRR3997320,ChIP-Seq,36,1615096476,PRJNA336352,SAMN05509500,1070286104,HCC1954,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998077,GSM2258831,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258831,"HCC1954 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
211,211,211,SRR3997322,ChIP-Seq,36,1413474264,PRJNA336352,SAMN05509588,999776407,HCC1954,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998079,GSM2258833,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258833,"HCC1954 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
212,212,212,SRR3997324,ChIP-Seq,36,1422743688,PRJNA336352,SAMN05509586,1001144009,HCC1954,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998081,GSM2258835,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258835,"HCC1954 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
213,213,213,SRR3997326,ChIP-Seq,36,1333351836,PRJNA336352,SAMN05509584,945965663,HCC1954,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998083,GSM2258837,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258837,"HCC1954 cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
214,214,214,SRR3997328,ChIP-Seq,36,1813377384,PRJNA336352,SAMN05509582,1286476856,HCC1954,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998085,GSM2258839,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258839,"HCC1954 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
215,215,215,SRR3997330,ChIP-Seq,36,1440688788,PRJNA336352,SAMN05509580,1020053952,HCC1954,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998087,GSM2258841,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258841,"HCC1954 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
216,216,216,SRR3997332,ChIP-Seq,36,1822710312,PRJNA336352,SAMN05509578,1221280477,HCC1954,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998089,GSM2258843,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258843,"HCC1954 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
